id,event_id,date,last_seen,country,event_type,certainty,disinfo_subtype,info_class,info_type,threat_level,headline,summary,escalation_outcome,actors,platforms,spread,disinfo_confidence,detection_method,data_source,observation_count,status,content_observed,last_observation,source_urls,source_publishers,narrative_families
KEN-2025-031,KEN-2025-031,2025-12-29,2025-12-29,Kenya,CONTEXT,Context Event,,OBSERVED,HATE_SPEECH,P2 HIGH,"Nation Africa documents 2025 online disinformation ecosystem threatening Kenya's 2027 elections: deepfakes, coordinated networks, hashtag weaponization","Nation Africa's year-end investigation revealed a sophisticated cross-platform disinformation ecosystem active throughout 2025 targeting Kenya's 2027 elections. The investigation identified a coordinated network that repurposed digital assets to attack different political targets across ethnic and regional lines. The #43against1 hashtag (January 2025), deepfake videos, and AI-generated ethnic content were identified as central tools in the pre-election information warfare environment.",,"['Unidentified coordinated troll networks', 'Political operatives', 'Ethnic political entrepreneurs']","['X (Twitter)', 'Facebook', 'TikTok', 'YouTube']",4.0,MEDIUM,iris_meta_monitoring,Catalogue,0,active,False,,https://nation.africa/kenya/news/deepfakes-hashtags-and-hate-the-2025-online-disinformation-threatening-kenya-s-2027-polls--5310674,https://nation.africa/kenya/news/deepfakes-hashtags-and-hate-the-2025-online-disinformation-threatening-kenya-s-2027-polls--5310674,Ethnic Incitement; Misinformation/Disinformation; Delegitimization
SOM-2025-037,SOM-2025-037,2025-12-29,2025-12-29,Somalia,CONTEXT,Context Event,,OBSERVED,PROPAGANDA,P3 MODERATE,"AFRICOM strikes Al-Shabaab near Shabeellaha Dexe, ~64km northeast of Mogadishu","AFRICOM conducted airstrikes targeting al-Shabaab on December 29, 2025, in the vicinity of Shabeellaha Dexe, approximately 64km northeast of Mogadishu. The strike was part of an escalating pace of operations as 2025 ended with US airstrikes dramatically higher than 2024 levels. This positioned the US for the January 2026 surge that would see 26 strikes in a single month.",,"['U.S. AFRICOM', 'Al-Shabaab', 'Somali Federal Government']","['AFRICOM press releases', 'Wire services']",2.0,,iris_meta_monitoring,Catalogue,0,active,False,,https://www.africom.mil/pressrelease/36162/us-forces-conduct-strikes-targeting-al-shabaab,https://www.africom.mil/pressrelease/36162/us-forces-conduct-strikes-targeting-al-shabaab,Counter-Narrative Response; Anti-Government Narrative
SSD-2025-028,SSD-2025-028,2025-12-29,2025-12-29,South Sudan,CONTEXT,Context Event,,OBSERVED,HATE_SPEECH,P1 CRITICAL,"SPLA-IO launches December offensive in Jonglei; captures Yuai on January 2; 100,000+ displaced in 12 days","On 29 December 2025, the SPLA-IO launched a major offensive across northern Jonglei State, overrunning government positions. On 2 January 2026, SPLA-IO forces captured Yuai, the administrative center of Uror County—a significant strategic blow. The offensive was timed to coincide with the dry season, when improved road conditions facilitated military movement after months of flood-induced immobility. By 9 January, fighting (including airstrikes) had displaced over 100,000 people, primarily women, children, and elderly, in what UNMISS described as some of the fastest displacement ever recorded in the country.",,"['SPLA-IO', 'SSPDF', 'White Army', 'Civilians in northern Jonglei', 'UNMISS']","['Radio Tamazuj', 'Facebook', 'WhatsApp']",3.0,,iris_meta_monitoring,Catalogue,0,active,False,,https://www.acaps.org/fileadmin/Data_Product/Main_media/20260224_ACAPS_South_Sudan_-_Conflict_and_displacement_in_Jonglei_.pdf; https://fews.net/east-africa/south-sudan/key-message-update/january-2026; https://www.icj.org/south-sudan-extend-un-investigations-amid-deteriorating-human-rights-crisis/,https://www.acaps.org/fileadmin/Data_Product/Main_media/20260224_ACAPS_South_Sudan_-_Conflict_and_displacement_in_Jonglei_.pdf; https://fews.net/east-africa/south-sudan/key-message-update/january-2026; https://www.icj.org/south-sudan-extend-un-investigations-amid-deteriorating-human-rights-crisis/,Ethnic Incitement; Existential Threat; Revenge/Retribution; Collective Blame
EXT-ENRICH-UAE-002,EXT-ENRICH-UAE-002,2025-12-26,2025-12-26,Somalia,CONFIRMED,Confirmed Disinformation,geopolitical_disinfo,CORROBORATED,DISINFO,P1 CRITICAL,Somalia claims Israel-Somaliland recognition conditioned on Palestinian resettlement; Somaliland rejects as fabricated,"Following Israel's recognition of Somaliland (December 26, 2025), Somalia's President Hassan Sheikh Mohamud publicly claimed recognition was conditioned on: (1) resettlement of Palestinians from Gaza in Somaliland, (2) establishment of Israeli military bases, and (3) Somaliland's accession to the Abraham Accords. Somaliland's Foreign Ministry categorically rejected these claims: ""no such proposal exists within any legitimate diplomatic framework."" The claims had circulated months before recognition, suggesting preemptive disinformation. This triggered Somalia's January 12, 2026 cancellation of all UAE agreements, UAE-aligned media undermining the Federal Government, and two federal member states rejecting Mogadishu's authority within hours.",Federal fragmentation and bilateral agreement cancellation,"['Somalia Federal Government', 'Somaliland Ministry of Foreign Affairs', 'UAE-aligned media', 'Israel']","['Twitter/X', 'Al Jazeera', 'Bloomberg', 'Regional media', 'Facebook']",9.0,HIGH,iris_enrichment_research,Catalogue,0,active,False,,https://www.aljazeera.com/news/2026/1/12/somalia-cancels-all-agreements-with-uae-over-alleged-sovereignty-violations,https://www.aljazeera.com/news/2026/1/12/somalia-cancels-all-agreements-with-uae-over-alleged-sovereignty-violations,
EXT-2025-023,EXT-2025-023,2025-12-26,2025-12-26,Somalia,POTENTIAL,Potential Disinformation,misinformation,REPORTED,MISINFO,P1 CRITICAL,Israeli troops deployed in Somaliland's Awdal region; secret partition plots underway,"Following Israel's recognition of Somaliland, pro-Somalia media backed by Turkey, Qatar, and Saudi Arabia launched coordinated disinformation campaigns spreading false claims of Israeli military deployment in Awdal region and secret partition plots. These fabricated narratives aim to inflame regional tensions and undermine the recognition.",,"['Somalia Federal Government (SFG)', 'TRT Afrika', 'Al Jazeera (Qatar)', 'Al Arabiya (Saudi Arabia)', 'Israel (counter-narrative)', 'Kyrion Media/IsraelMirror (false flag)']","['WhatsApp', 'Facebook', 'X (Twitter)', 'Telegram']",4.0,MEDIUM,iris_meta_monitoring,Catalogue,0,dormant,False,,https://en.kaabtv.com/how-a-paid-ai-generated-article-was-used-to-mislead-the-public-on-somalilands-recognition-by-israel/; https://lansinginstitute.org/2025/12/26/israels-recognition-of-somaliland-strategic-calculus-and-geopolitical-consequences/; https://horntribune.com/2026/01/27/somaliland-countering-smear-campaigns-and-fabricated-lies-a-comprehensive-strategic-plan-for-2026/,https://en.kaabtv.com/how-a-paid-ai-generated-article-was-used-to-mislead-the-public-on-somalilands-recognition-by-israel/; https://lansinginstitute.org/2025/12/26/israels-recognition-of-somaliland-strategic-calculus-and-geopolitical-consequences/; https://horntribune.com/2026/01/27/somaliland-countering-smear-campaigns-and-fabricated-lies-a-comprehensive-strategic-plan-for-2026/,Israel-Somaliland Recognition Information War; Somalia Territorial Integrity Narratives
SOM-2025-036,SOM-2025-036,2025-12-26,2025-12-26,Somalia,CONTEXT,Context Event,misinformation,OBSERVED,MISINFO,P1 CRITICAL,Israel becomes first country to recognize Somaliland as independent state; Somalia condemns as 'existential threat',"Israel's December 26 recognition of Somaliland as an independent state sparked immediate condemnation from Somalia's government and triggered a surge of disinformation campaigns. Somalia's President Hassan Sheikh Mohamud labeled the move an 'illegal aggression' and 'existential threat,' while various actors began spreading false claims about Israeli military presence and displacement plans.",,"['Israel (recognition)', 'Somaliland government (celebratory)', 'Somalia Federal Government (condemning)', 'Turkey', 'Arab League', 'African Union', 'UN Security Council']","['Twitter/X', 'Facebook', 'TikTok', 'WhatsApp', 'Al Jazeera', 'BBC']",6.0,MEDIUM,iris_meta_monitoring,Catalogue,0,dormant,False,,https://www.aljazeera.com/news/2025/12/31/israels-recognition-of-somaliland-strange-unexpected-somali-president; https://www.bbc.com/news/articles/c14v4kmg275o; https://www.fairplanet.org/story/mixed-reaction-over-israels-recognition-of-somaliland/,https://www.aljazeera.com/news/2025/12/31/israels-recognition-of-somaliland-strange-unexpected-somali-president; https://www.bbc.com/news/articles/c14v4kmg275o; https://www.fairplanet.org/story/mixed-reaction-over-israels-recognition-of-somaliland/,Existential Threat; Delegitimization; Misinformation/Disinformation; Ethnic Incitement; Victimhood/Grievance
EXT-2025-024,EXT-2025-024,2025-12-25,2025-12-25,Somalia,CONTEXT,Context Event,,OBSERVED,DISINFO,P2 HIGH,"NUSOJ Report: Disinformation Surged Before and After Banadir Elections, Amplified by Accounts Outside Somalia","The National Union of Somali Journalists published its election monitoring report on January 14, 2026, documenting that misinformation and disinformation were 'moderate to high' ahead of Mogadishu's historic December 25, 2025 Banadir Local Council Elections, declined slightly on voting day, and then surged sharply afterward. Misleading narratives were amplified through 'viral sharing and platform algorithms' including 'activity linked to accounts operating outside Somalia,' pointing to diaspora-based interference. Government-aligned communicators, opposition politicians, and diaspora-connected social media accounts all generated fabricated or manipulated content contributing to political polarisation.",,"['Somalia Federal Government communicators', 'Opposition politicians', 'Diaspora-based social media accounts (unattributed)']","['Facebook', 'X (Twitter)', 'TikTok', 'WhatsApp']",4.0,MEDIUM,iris_meta_monitoring,Catalogue,0,active,False,,https://nusoj.org/2026/01/14/election-report-highlights-professional-media-coverage-and-peaceful-banadir-polls-warns-of-rising-disinformation/,https://nusoj.org/2026/01/14/election-report-highlights-professional-media-coverage-and-peaceful-banadir-polls-warns-of-rising-disinformation/,Somalia Electoral Disinformation; Diaspora-Amplified Clan Electoral Manipulation
KEN-2025-029,KEN-2025-029,2025-12-22,2025-12-22,Kenya,CONTEXT,Context Event,,OBSERVED,CONTEXT,P3 MODERATE,US sentences Kenyan al-Shabaab operative Cholo Abdi Abdullah to life in prison for 9/11-style aircraft hijack plot,"Cholo Abdi Abdullah, a 34-year-old Kenyan national and al-Shabaab operative, was sentenced to two consecutive life terms by US federal court for conspiring to hijack a commercial airliner and crash it into a building in the United States. Abdullah had trained as a commercial pilot in the Philippines using al-Shabaab funds. His case highlighted al-Shabaab's global reach, financing capacity, and long-term operational planning that extends far beyond the Horn of Africa into international terrorism.",,"['Al-Shabaab', 'Cholo Abdi Abdullah', 'US Department of Justice', 'FBI']",['Al-Kataib Media Foundation (historical)'],1.0,,iris_meta_monitoring,Catalogue,0,active,False,,https://www.justice.gov/opa/pr/cholo-abdi-abdullah-sentenced-life-prison-conspiring-commit-911-style-terrorist-attack-0,https://www.justice.gov/opa/pr/cholo-abdi-abdullah-sentenced-life-prison-conspiring-commit-911-style-terrorist-attack-0,Religious Distortion; Existential Threat
EXT-2025-022,EXT-2025-022,2025-12-18,2025-12-18,Somalia,CONFIRMED,Confirmed Disinformation,deepfake,REPORTED,DISINFO,P1 CRITICAL,AI Deepfake Audio of Somali Senator Faroole 'Calling for Mogadishu Violence' Spreads to 2 Million Facebook Views in 48 Hours,"On December 18, 2025, an AI-generated deepfake audio clip falsely attributed to Somali Senator Abdirahman Mohamed Faroole — a Puntland opposition figure at the Kismayo conference — circulated widely on Facebook claiming he called for 'violence to happen in Mogadishu' and invoked clan hostilities. Within 24 hours the clip reached 1.1 million views, 12,000 shares, and 3,700 comments; by December 20 it had 2 million views. The Somali Journalists Syndicate confirmed the audio was a deepfake after cross-checking with AI voice detection tools. Crucially, the Somali Minister of Defence and a government-backed elder publicly repeated the false claims during campaign speeches before the Banadir elections, further amplifying the fabrication.",,"['Unknown political actor (likely pro-SFG)', 'Somali Federal Government officials (amplifiers)', 'State-aligned media (amplifiers)']",['Facebook (Meta)'],1.0,MEDIUM,iris_meta_monitoring,Catalogue,0,resolved,False,,https://sjsyndicate.org/2025/12/21/deepfake-ai-audio-clip-sparks-false-call-for-violence-in-somalia-journalists-could-not-detect-it/; https://en.kaabtv.com/breaking-news-audio-recording-attributed-to-senator-faroole-was-generated-by-ai/,https://sjsyndicate.org/2025/12/21/deepfake-ai-audio-clip-sparks-false-call-for-violence-in-somalia-journalists-could-not-detect-it/; https://en.kaabtv.com/breaking-news-audio-recording-attributed-to-senator-faroole-was-generated-by-ai/,AI Deepfake Political Violence Incitement; Clan Identity Weaponization
KEN-2025-028,KEN-2025-028,2025-12-17,2025-12-17,Kenya,CONTEXT,Context Event,,OBSERVED,CONTEXT,P3 MODERATE,President Ruto launches National Policy on Ethnic Minorities and Marginalized Communities 2025-2035,President Ruto launched Kenya's new ethnic minorities policy amid rising ethnic tensions following Deputy President Gachagua's impeachment and early 2027 election positioning. The policy launch appears timed to address growing Kikuyu-Kalenjin political fault lines and associated disinformation narratives.,,"['President William Ruto', 'Government of Kenya', 'Ethnic minority groups', 'Civil society']","['KBC Channel 1 / Facebook', 'Television']",2.0,MEDIUM,iris_meta_monitoring,Catalogue,0,active,False,,https://www.facebook.com/KBCChannel1TV/posts/president-ruto-launches-the-national-policy-on-ethnic-minorities-marginalized-co/1321558563348272/,https://www.facebook.com/KBCChannel1TV/posts/president-ruto-launches-the-national-policy-on-ethnic-minorities-marginalized-co/1321558563348272/,Peace/Counter-Narratives
SSD-2025-027,SSD-2025-027,2025-12-16,2025-12-16,South Sudan,CONTEXT,Context Event,,OBSERVED,DISINFO,P3 MODERATE,National Conference on Combating Hate Speech and Strengthening Social Cohesion opens in Juba,South Sudan's Media Authority convened state Information Ministers and international partners in Juba for a three-day conference addressing hate speech and misinformation ahead of upcoming political transitions. The conference represents government efforts to strengthen information integrity mechanisms as the country faces potential electoral pressures.,,"['South Sudan Media Authority', 'Ministry of ICT and Postal Services (Ateny Wek Ateny)', 'State Ministers of Information', 'Journalists for Human Rights (JHR)', 'EU Delegation', 'EDCOPO (Edmond Yakani)', 'Community Empowerment for Progress Organization']","['SSEM TV', 'Radio', 'Facebook', 'Government websites']",4.0,,iris_meta_monitoring,Catalogue,0,active,False,,https://ssma.gov.ss/events/National%20Conference%20on%20Hate%20Speech%20and%20Strengthening%20Social%20Cohesion%20in%20South%20Sudan16; https://mictps.gov.ss/information-minister-addresses-national-conference-on-hate-speech/; https://theradiocommunity.org/national-conference-urges-end-to-hate-speech-ahead-of-2026-elections-5103,https://ssma.gov.ss/events/National%20Conference%20on%20Hate%20Speech%20and%20Strengthening%20Social%20Cohesion%20in%20South%20Sudan16; https://mictps.gov.ss/information-minister-addresses-national-conference-on-hate-speech/; https://theradiocommunity.org/national-conference-urges-end-to-hate-speech-ahead-of-2026-elections-5103,Peace/Counter-Narratives; Misinformation/Disinformation
EXT-2025-030,EXT-2025-030,2025-12-14,2025-12-14,Somalia,CONTEXT,Context Event,,OBSERVED,CONTEXT,P2 HIGH,Meir Amit Center Documents Iran Expanding East Africa Presence Through Diplomatic Missions Used as Terrorism Base Stations,"The Meir Amit Intelligence Center documented Iran's systematic expansion of influence in East Africa through diplomatic missions that serve as operational bases for IRGC Qods Force activities and Hezbollah financial networks. The report details renewed Iranian relations with Djibouti and Sudan while deepening ties with Ethiopia, indicating a coordinated regional strategy for projecting influence through ostensibly diplomatic channels.",,"['IRGC (Iranian Revolutionary Guard Corps)', 'Qods Force', 'Hezbollah (fund transfers)', 'Iranian diplomatic missions']","['Iranian state media (IRNA, PressTV)', 'Social media propaganda']",2.0,MEDIUM,iris_meta_monitoring,Catalogue,0,active,False,,https://www.terrorism-info.org.il/en/iranian-activity-in-east-africa-a-growing-threat-to-israeli-and-western-interests/,https://www.terrorism-info.org.il/en/iranian-activity-in-east-africa-a-growing-threat-to-israeli-and-western-interests/,Iran East Africa Diplomatic Expansion; Iran Global South Solidarity Narratives
SOM-2025-035,SOM-2025-035,2025-12-13,2025-12-13,Somalia,POTENTIAL,Potential Disinformation,propaganda,REPORTED,PROPAGANDA,P2 HIGH,Al-Kataib releases proof-of-life video of Ukrainian UN pilot held hostage since January 2024,"On December 13, al-Shabaab's Al-Kataib media wing released a proof-of-life video of Ukrainian pilot Oleksandr (Oleynik Aleksandr), who had been contracted by the UN and was taken hostage after making an emergency landing in al-Shabaab territory in January 2024. In the video, the pilot describes himself as a 'prisoner of war' and calls on Ukrainian President Zelensky to use diplomatic channels for his release. The video was a deliberate propaganda maneuver to gain international attention, create diplomatic pressure, and project al-Shabaab's capacity to hold foreign nationals indefinitely.",,"['Al-Shabaab', 'Al-Kataib Media Foundation', 'UN (humanitarian context)', 'Ukrainian government (pressure target)']","['Al-Kataib Media Foundation (Telegram)', 'International media (Garowe Online, Hostage Aid Worldwide)']",2.0,MEDIUM,iris_meta_monitoring,Catalogue,0,resolved,False,,https://trackingterrorism.org/chatter/al-shabaab-releases-proof-of-life-video-of-ukrainian-u-n-pilot/; https://hostageaid.org/al-shabaab-releases-video-of-ukrainian-u-n-pilot-held-hostage-in-somalia/,https://trackingterrorism.org/chatter/al-shabaab-releases-proof-of-life-video-of-ukrainian-u-n-pilot/; https://hostageaid.org/al-shabaab-releases-video-of-ukrainian-u-n-pilot-held-hostage-in-somalia/,Anti-Government Narrative; Attack Claim; Delegitimization; Social Media Expansion
SOM-2025-048,SOM-2025-048,2025-12-12,2025-12-12,Somalia,CONTEXT,Context Event,,OBSERVED,CONTEXT,P3 MODERATE,UN Security Council unanimously extends Al-Shabaab sanctions regime through November 2026,"The UN Security Council unanimously adopted Resolution 2806 (December 12, 2025), extending sanctions on weapons entering Somalia and authorization for member states to intercept arms shipments through November 2026. The resolution also renewed the Panel of Experts' mandate through December 2026. Members 'stressed particular concern over recognized links between Al-Shabaab and the Houthi militia in Yemen.' The resolution acknowledged a technical assessment of the arms embargo (S/2025/673) and maintained pressure on al-Shabaab's weapons supply chains.",,"['UN Security Council', 'Al-Shabaab (target)', 'Somalia Federal Government', 'Panel of Experts']","['UN official documentation', 'Wire services']",2.0,,iris_meta_monitoring,Catalogue,0,active,False,,https://press.un.org/en/2025/sc16245.doc.htm,https://press.un.org/en/2025/sc16245.doc.htm,Counter-Narrative Response; Existential Threat
KEN-2025-027,KEN-2025-027,2025-12-09,2025-12-09,Kenya,CONTEXT,Context Event,,OBSERVED,HATE_SPEECH,P3 MODERATE,"Meta Oversight Board overturns removal of 'tugeges' comment on Kenyan politics, highlighting platform moderation failures in ethnic contexts","The Facebook Oversight Board ruled that Meta's automatic removal of a comment including the term 'tugeges' (a contested Kikuyu political slur/criticism) was overbroad, finding the term did not inherently create discriminatory exclusion in the context used. Meta had designated the word as a slur in January 2024 during 2022 election aftermath but removed it from its slur list in July 2025. The case highlighted platform moderation failures in Kenya's complex ethnic political landscape and prompted Meta to enhance local stakeholder engagement for slur designations.",,"['Meta / Facebook', 'Oversight Board', 'NCIC', ""Kenya's National Coalition on Freedom of Expression and Content Moderation""]",['Facebook'],1.0,MEDIUM,iris_meta_monitoring,Catalogue,0,active,False,,https://www.oversightboard.com/decision/fb-o65b8pn7/,https://www.oversightboard.com/decision/fb-o65b8pn7/,Ethnic Incitement; Peace/Counter-Narratives
SOM-2025-034,SOM-2025-034,2025-12-05,2025-12-05,Somalia,CONTEXT,Context Event,,OBSERVED,PROPAGANDA,P2 HIGH,Leaked Turkish intelligence report warns of sophisticated disinformation campaigns targeting Somalia's foreign partnerships,"Nordic Monitor reported on a leaked Turkish intelligence assessment warning that Somalia is entering its most fragile period in a decade. The intelligence report highlighted sophisticated disinformation campaigns specifically targeting Somalia's foreign partnerships, including its relationship with Turkey, suggesting coordinated efforts to undermine Somali diplomatic and security cooperation.",,"['Turkish intelligence (MIT)', 'Somalia Federal Government', 'Disinformation actors (unspecified)', 'Nordic Monitor']","['Social media (platforms unspecified)', 'Online news outlets', 'Telegram']",3.0,MEDIUM,iris_meta_monitoring,Catalogue,0,active,False,,https://nordicmonitor.com/2025/12/turkish-intelligence-report-warns-somalias-fragility-as-ankara-boosts-military-and-economic-role/; https://www.somaliguardian.com/news/somalia-news/leaked-turkish-intelligence-report-warns-somalia-is-entering-its-most-fragile-period-in-a-decade/,https://nordicmonitor.com/2025/12/turkish-intelligence-report-warns-somalias-fragility-as-ankara-boosts-military-and-economic-role/; https://www.somaliguardian.com/news/somalia-news/leaked-turkish-intelligence-report-warns-somalia-is-entering-its-most-fragile-period-in-a-decade/,Misinformation/Disinformation; Delegitimization; Anti-Government Narrative
SSD-2025-026,SSD-2025-026,2025-12-03,2025-12-03,South Sudan,CONTEXT,Context Event,,OBSERVED,HATE_SPEECH,P1 CRITICAL,SSPDF helicopter gunship hits MSF health facility in Pieri; additional airstrikes in Lankien,"On December 3, 2025, an SSPDF helicopter gunship struck the MSF Primary Health Care Center in Pieri, Uror County, Jonglei State, with additional airstrikes observed in Lankien. MSF, the only healthcare provider serving 250,000 people in Pieri, reported no casualties but highlighted the severe impact on humanitarian access in conflict-affected areas.",,"['SSPDF', 'MSF', 'Civilians in Pieri and Lankien']","['MSF press releases', 'Radio Tamazuj', 'International media']",3.0,,iris_meta_monitoring,Catalogue,0,active,False,,https://www.doctorswithoutborders.org/latest/airstrike-hits-msf-health-facility-south-sudan; https://www.msf.org.za/news-and-resources/press-release/msf-healthcare-facility-hit-during-airstrike-south-sudan,https://www.doctorswithoutborders.org/latest/airstrike-hits-msf-health-facility-south-sudan; https://www.msf.org.za/news-and-resources/press-release/msf-healthcare-facility-hit-during-airstrike-south-sudan,Existential Threat; Collective Blame
field_kenya-053,field_kenya-053,2025-12-01,2025-12-01,Kenya,CONFIRMED,Confirmed Disinformation,deepfake,VERIFIED,DISINFO,P2 HIGH,Deepfakes discussed in Parliament: AI-generated clips confused political class,"KII-MCK-NAT-002 (Media Council): ""The use of deepfake AI-generated images and clips that are used to present misinformation on social media platforms... have even confused the political class and ended up being discussed in parliament."" Impact: ""Led to a week of heightened political tension and even influenced a debate in Parliament."" Also: ""A resurgence of identity and shareholder narratives pushed aggressively"" and ""political mercenaries, digital experts hired to create content that sticks.""",Week of heightened political tension; parliamentary debate influenced,"['Political mercenaries', 'Deepfake creators', 'Unregulated bloggers']","['TikTok', 'Social media broadly', 'WhatsApp', 'Mainstream media pickup']",7.0,HIGH,iris_field_research,Catalogue,0,active,False,,,KII-MCK-NAT-002 (Phase A Kenya KII Extractions),
report_synthesis-005,report_synthesis-005,2025-12-01,2025-12-01,Regional,CONFIRMED,Confirmed Disinformation,,VERIFIED,DISINFO,,Wad Madani street violence cascade,Transnational incident (Al-Kanabi/Wad Madani pattern) triggered street violence in Kenya within 24-48 hours. Demonstrates rapid escalation from digital incitement to physical mobilization across borders.,Street violence within 24-48 hours of online trigger,"[""['Cross-border incitement originators', 'Youth mobilization networks']""]","[""['Social media', 'WhatsApp']""]",3,CONFIRMED,report_synthesis,Catalogue,0,active,False,,,Report synthesis,
field_somalia-026,field_somalia-026,2025-12-01,2025-12-01,Somalia,CONFIRMED,Confirmed Disinformation,geopolitical_disinfo,CORROBORATED,PROPAGANDA,P2 HIGH,"Turkey Neo-Colonialism: Claims Turkey ""re-colonizing Somalia"" through oil deal","Anti-FGS diaspora pundits on X/Twitter promote the narrative that ""Turkey is re-colonizing Somalia"" through the FGS oil exploration agreement. Researcher matrix identifies this as primarily diaspora-driven with limited offline traction currently, but with high amplification potential.",Undermining stabilisation partnerships; delegitimizing FGS governance,"['Anti-FGS diaspora pundits', 'Opposition politicians', 'Social media amplifiers']","['Twitter/X', 'Facebook', 'Diaspora forums']",4.0,HIGH,iris_field_research,Catalogue,0,active,False,,,Somalia Researcher Matrix (December 2025 entry),
field_somalia-035,field_somalia-035,2025-12-01,2025-12-01,Somalia,CONFIRMED,Confirmed Disinformation,geopolitical_disinfo,VERIFIED,DISINFO,P2 HIGH,Fake Somaliland Recognition by Israel (Dec 2025): Nationalistic agitation cascade,"KII Mogadishu (MS, MWL1): Fabricated claim that Israel had recognized Somaliland (December 2025) triggered widespread public agitation ""similar to Ethiopia invasion sentiments."" Risk of fueling Al-Shabaab recruitment as people mobilize to ""defend"" the state. Counter-narrative: tourism increase, security improvements used as stabilization messaging.",Public agitation; risk of AS recruitment through nationalist framing,"['Social media fabricators', 'Nationalist amplifiers', 'AS opportunists']","['Facebook', 'Twitter/X', 'WhatsApp']",5.0,HIGH,iris_field_research,Catalogue,0,active,False,,,"KII Mogadishu MS, MWL1 (Somalia All Extractions)",
report_synthesis-001,report_synthesis-001,2025-12-01,2025-12-01,Somalia,CONFIRMED,Confirmed Disinformation,,VERIFIED,DISINFO,,Faroole deepfake audio,Deepfake audio falsely attributed to Senator Faroole invoked clan hostilities. Reached 2 million views within two days and was amplified by government officials before exposure.,"Clan hostilities invoked, government amplification","[""['Deepfake creator', 'Government officials (amplifiers)', 'Senator Faroole (target)']""]","[""['Social media', 'WhatsApp']""]",2.0,CONFIRMED,report_synthesis,Catalogue,0,active,False,,,Report synthesis,
SSD-2025-025,SSD-2025-025,2025-12-01,2025-12-01,South Sudan,CONTEXT,Context Event,,OBSERVED,CONTEXT,P2 HIGH,Journalist Santo Jal Dut arrested by Presidential Guards outside Machar trial courtroom,"Journalist Santo Jal Dut was arrested by Presidential Guards on December 1, 2025, outside the courtroom where Machar's trial was being conducted after being denied entry. This arrest exemplifies the government's systematic blocking of independent media from covering politically sensitive trials, escalating concerns about press freedom restrictions.",,"['Presidential Guards', 'Journalist Santo Jal Dut', 'South Sudan media organizations', 'TNLA Press Freedom advocates']","['Facebook (media organization reports)', 'Radio']",2.0,,iris_meta_monitoring,Catalogue,0,active,False,,https://www.facebook.com/SSMNEWS12/posts/for-immediate-release01122025south-sudan-media-confirms-arrest-of-journalist-san/1373136988158432/,https://www.facebook.com/SSMNEWS12/posts/for-immediate-release01122025south-sudan-media-confirms-arrest-of-journalist-san/1373136988158432/,Delegitimization
KEN-2025-026,KEN-2025-026,2025-11-30,2025-11-30,Kenya,POTENTIAL,Potential Disinformation,incitement,REPORTED,INCITEMENT,P2 HIGH,"Gachagua delivers explosive 'Kikuyus must lead Nairobi' speech in Kikuyu language, fueling tribal incitement debate","Former Deputy President Rigathi Gachagua delivered a highly controversial speech claiming the Kikuyu community should hold leadership in Nairobi based on their business dominance in the city. Delivered in Kikuyu language, the speech was widely characterized as tribal incitement by critics but defended as economic fact by supporters. The speech intensified his political trajectory as an ethnic entrepreneur mobilizing the Kikuyu community against Ruto's government ahead of 2027. NCIC had previously warned Gachagua multiple times against such rhetoric.",,"['Rigathi Gachagua (DCP party leader)', 'NCIC', 'Kikuyu community political networks', 'Opposition leaders', 'Rigathi Gachagua (speaker)', 'NCIC (regulator)']","['YouTube', 'X (Twitter)', 'Facebook', 'Television']",4.0,MEDIUM,iris_meta_monitoring,Catalogue,0,resolved,False,,https://www.youtube.com/watch?v=lCBPtqzEceA,https://www.youtube.com/watch?v=lCBPtqzEceA,Ethnic Incitement; Victimhood/Grievance; Existential Threat
KEN-2025-025,KEN-2025-025,2025-11-27,2025-11-27,Kenya,CONTEXT,Context Event,,OBSERVED,HATE_SPEECH,P2 HIGH,"IEBC condemns violence, intimidation and election disruption during November 27 by-elections across seven constituencies","The Independent Electoral and Boundaries Commission condemned grave incidents of violence, intimidation, and disruption during November 27, 2025 by-elections across seven constituencies including Kasipul, Malava, and Mbeere North. The violence occurred amid rising ethnic mobilization narratives ahead of the 2027 general elections, prompting human rights concerns from KNCHR.",,"['Political parties (UDA, ODM, others)', 'IEBC', 'KNCHR', 'Security forces']","['X (Twitter)', 'Facebook', 'WhatsApp']",3.0,MEDIUM,iris_meta_monitoring,Catalogue,0,active,False,,https://www.iebc.or.ke/news/?IEBC_condemns_violence_and_disruption_of_voting_process_witnessed_during_byelections_in_Kasipul%2C_Mbeere_and_Malava; https://www.knchr.org/Articles/ArtMID/2432/ArticleID/1237/Call-to-Uphold-Human-Rights-and-Adherence-to-the-Rule-of-Law-during-27th-November-2025-By-Elections,https://www.iebc.or.ke/news/?IEBC_condemns_violence_and_disruption_of_voting_process_witnessed_during_byelections_in_Kasipul%2C_Mbeere_and_Malava; https://www.knchr.org/Articles/ArtMID/2432/ArticleID/1237/Call-to-Uphold-Human-Rights-and-Adherence-to-the-Rule-of-Law-during-27th-November-2025-By-Elections,Ethnic Incitement; Victimhood/Grievance; Misinformation/Disinformation
